Samples,DR-CVaR Setup,DR-CVaR Solve,DR-CVaR Call,CVaR Setup,CVaR Solve,CVaR Call
10,0.13350343704223633,1.7468585968017578,2.2051658630371094,0.1392841339111328,1.446113109588623,1.9057025909423828
50,0.1303410530090332,3.734139919281006,4.219767093658447,0.13618135452270508,2.3810834884643555,2.8435306549072266
100,0.1424274444580078,6.370529651641846,6.947498798370361,0.14551353454589844,3.7423129081726074,4.271150588989258
500,0.14951276779174805,30.584866523742676,31.54563331604004,0.1573657989501953,15.218605518341064,15.882960319519043
1000,0.160736083984375,67.13857698440552,69.01136064529419,0.16238689422607422,35.460060596466064,36.2634482383728
1500,0.1683182716369629,146.57708978652954,148.87758874893188,0.1680607795715332,63.29938316345215,64.25615549087524
